Ti,Variable_tp,Variable_pet,Variable_t2mmin,Variable_t2mmax,Variable_t2m
1998-01-01T00:00:00.0,0.0,-1.1424603462219238,275.08867469061016,289.5630580153573,282.01698297016463
1998-01-02T00:00:00.0,0.00022463050299847964,-1.4861363172531128,277.41040033777,286.31648231715786,281.6628971410793
1998-01-03T00:00:00.0,0.0,-1.1089459657669067,275.36548967128465,283.46672809414497,279.4869793847516
1998-01-04T00:00:00.0,0.0,-0.5842243432998657,275.44709408755284,284.0331587482419,279.7853955344383
1998-01-05T00:00:00.0,0.0,-0.7701231241226196,274.36543555035087,287.4413431923842,280.85818692510134
1998-01-06T00:00:00.0,0.0,-0.6303996443748474,276.4167465632102,288.0589766174729,281.8187055731208
1998-01-07T00:00:00.0,0.0,-0.9473536610603333,275.0262713134639,287.3949406811729,280.9623925645026
1998-01-08T00:00:00.0,1.6389349980272527e-5,-0.6604983806610107,276.4183466498037,285.6668471601993,280.6385083698695
1998-01-09T00:00:00.0,4.820397066396254e-6,-0.5359930396080017,274.8118597099357,283.82194731790065,278.8895470529058
1998-01-10T00:00:00.0,0.0,-0.6168671250343323,273.8374069744978,284.2475703517701,278.8209433402097
1998-01-11T00:00:00.0,9.640793905418832e-7,-0.8525914549827576,274.12222238813973,285.9900646520851,279.69765745289504
1998-01-12T00:00:00.0,0.0,-1.17901611328125,274.71905468751305,286.7325048314663,280.8683874771349
1998-01-13T00:00:00.0,0.0,-1.640376329421997,276.8471698568601,289.5118552443655,282.5554121088754
1998-01-14T00:00:00.0,0.0,-1.8911957740783691,277.0519809408274,289.3230450263332,282.8438277173527
1998-01-15T00:00:00.0,0.0006565380796246245,-1.0567594766616821,276.3111408480396,283.7883454994373,280.7909832881746
1998-01-16T00:00:00.0,0.001261015871023119,-0.9724185466766357,275.3782903640326,282.3098654870488,279.07602381132256
1998-01-17T00:00:00.0,0.0,-1.042763113975525,273.0165625520354,283.4891293064539,278.301448559522
1998-01-18T00:00:00.0,0.0,-1.156342625617981,275.2422830035856,283.83474801064864,279.1797627588008
1998-01-19T00:00:00.0,0.0,-1.2590763568878174,273.7126002202053,284.6235907012412,279.17122896363554
1998-01-20T00:00:00.0,0.0,-2.334462881088257,276.2855394625437,287.4749450108476,281.5932267039876
1998-01-21T00:00:00.0,0.0,-1.9096159934997559,276.5799553957466,284.77239875443615,280.6999116928949
1998-01-22T00:00:00.0,0.0,-1.5968796014785767,273.7382016057012,283.1451106888527,278.52979425046857
1998-01-23T00:00:00.0,0.0,-1.0766700506210327,272.3413260095809,283.5067302589823,277.4443355076071
1998-01-24T00:00:00.0,0.0,-1.7320761680603027,274.2150274105624,288.26858796122065,280.7181126778958
1998-01-25T00:00:00.0,0.0,-2.1311867237091064,276.9543756586242,288.3821941093587,282.1947925928667
1998-01-26T00:00:00.0,0.0,-1.0766551494598389,273.4629867116202,286.05246802923136,279.84493208977125
1998-01-27T00:00:00.0,0.0,-0.9640309810638428,275.09667512357765,283.7691444603154,279.34810520249135
1998-01-28T00:00:00.0,0.0,-1.4987127780914307,276.9559757452177,289.5934596606337,283.11730918429066
1998-01-29T00:00:00.0,0.0,-2.979135274887085,277.8456238912004,291.9727884251593,285.0489470540117
1998-01-30T00:00:00.0,0.0,-1.2927448749542236,277.9768309918669,287.8685663128471,282.1963260091855
1998-01-31T00:00:00.0,0.0,-1.6391212940216064,274.17662533231857,290.28309698242964,282.7054202270155
1998-02-01T00:00:00.0,0.0,-2.0419490337371826,281.9322450509842,294.05930134307556,287.9550376591705
1998-02-02T00:00:00.0,0.0,-2.0701000690460205,284.1675660220954,294.50092524287993,289.36158044512644
1998-02-03T00:00:00.0,0.0,-2.769685745239258,285.0604143412651,297.65629600525017,290.8541945557576
1998-02-04T00:00:00.0,2.9886461788919405e-5,-3.1995744705200195,285.0812154669805,294.760139271026,290.59018026783104
1998-02-05T00:00:00.0,0.0,-1.8850926160812378,282.3226661797967,293.12005051269455,287.81769689322886
1998-02-06T00:00:00.0,0.0,-1.3332972526550293,280.23615326188053,291.32475335479427,286.4209546376581
1998-02-07T00:00:00.0,0.0003104335706893835,-1.0418826341629028,281.98824808175647,289.44465160743874,285.1030166468168
1998-02-08T00:00:00.0,0.0,-0.7868973016738892,278.07443627407,286.1196716661581,282.0154495538459
1998-02-09T00:00:00.0,0.0,-0.7270179390907288,275.3814905372196,285.6988488920692,280.53443607101764
1998-02-10T00:00:00.0,9.640793905418832e-7,-1.1701078414916992,277.37039817293265,286.2508787668246,282.28886435050913
1998-02-11T00:00:00.0,0.0,-1.1510920524597168,278.09843757297244,286.4668904569463,282.5166766792579
1998-02-12T00:00:00.0,0.0,-1.2342734336853027,279.4857126495318,287.751759991522,283.3155199110598
1998-02-13T00:00:00.0,0.0,-1.110031247138977,277.55760830437146,288.7630147186103,283.4243257994173
1998-02-14T00:00:00.0,0.0,-1.35333251953125,277.1623869157784,291.00473603609544,283.68787339542087
1998-02-15T00:00:00.0,5.784476456938137e-6,-1.1950100660324097,279.47611212997083,290.6143149072829,284.59352240733847
1998-02-16T00:00:00.0,5.302436767351537e-5,-0.9485684037208557,278.66326814047585,290.6159149938764,284.00289044351496
1998-02-17T00:00:00.0,9.640793905418832e-7,-1.2989511489868164,277.40239990480256,292.6288239284919,285.2235565035267
1998-02-18T00:00:00.0,9.640793905418832e-7,-1.3162364959716797,280.1065462478075,289.3998491828209,284.4327137046923
1998-02-19T00:00:00.0,0.0005456689472680409,-0.9223312139511108,280.0297420913198,286.13887270528005,283.07450686791475
1998-02-20T00:00:00.0,0.0,-0.9730834364891052,279.4601112640359,287.41894198007526,282.9471666431825
1998-02-21T00:00:00.0,0.0,-1.1357358694076538,275.2406829169921,290.24469490418574,283.25351655556193
1998-02-22T00:00:00.0,0.0,-1.114293098449707,278.59286433036215,292.02719136933814,285.84799029663776
1998-02-23T00:00:00.0,0.0,-1.7879918813705444,277.5800095166804,291.9727884251593,285.6373122284944
1998-02-24T00:00:00.0,0.0,-1.5943320989608765,277.07758232632324,291.59516798909476,284.49605046568473
1998-02-25T00:00:00.0,7.712635294865322e-6,-1.1393917798995972,278.30964900331367,288.833418528724,283.55679963530383
1998-02-26T00:00:00.0,0.0005736272502190332,-0.9706540703773499,277.954429779558,285.9372617944998,281.69529889459767
1998-02-27T00:00:00.0,4.241949415018098e-5,-1.0398613214492798,279.16889550402,285.5516409254677,281.961313290766
1998-02-28T00:00:00.0,4.820397060711912e-5,-0.9633007049560547,279.33050424996287,286.5228934877186,282.7966251628446
1998-03-01T00:00:00.0,0.0,-1.4278408288955688,283.049105493243,295.0113528662045,289.324578442652
1998-03-02T00:00:00.0,0.0,-1.4786667823791504,284.3291747680383,296.18581642582916,290.2551621373182
1998-03-03T00:00:00.0,0.0,-1.5355960130691528,283.25551666380375,296.3090230935282,290.31303193578293
1998-03-04T00:00:00.0,8.676714685407205e-6,-1.2653099298477173,284.9164065478506,295.42897546710645,289.70799919261793
1998-03-05T00:00:00.0,0.0,-1.554629921913147,282.7610899064141,296.07221027769106,290.04795092346075
1998-03-06T00:00:00.0,0.0,-2.255647659301758,286.7469056108078,298.93156502026494,292.69449414909985
1998-03-07T00:00:00.0,0.0,-1.7252070903778076,284.2443701785831,298.66595064574494,291.3342872040805
1998-03-08T00:00:00.0,0.0,-2.263706684112549,286.5484948732145,299.8228132528411,293.70974909267187
1998-03-09T00:00:00.0,0.0,-4.245760440826416,288.8926217326833,301.9221268635053,295.89826753092336
1998-03-10T00:00:00.0,2.8922382284690684e-6,-2.425614833831787,286.7629064767427,294.2801132929778,290.6929191611883
1998-03-11T00:00:00.0,0.0,-1.2191373109817505,283.09070774467386,290.2142932589094,286.6483002744837
1998-03-12T00:00:00.0,0.0,-1.4401400089263916,281.73383431339096,295.33777053127733,289.2706421903963
1998-03-13T00:00:00.0,7.327003532964227e-5,-2.425966739654541,283.37072289853535,298.93796536663893,291.57563359859915
1998-03-14T00:00:00.0,0.00055530974134399,-1.8895353078842163,287.9245693436194,296.0146071603253,291.2819510384183
1998-03-15T00:00:00.0,0.0011414700239242848,-0.9814968705177307,285.1692202296226,289.46865290634116,288.09504523610127
1998-03-16T00:00:00.0,0.0004820397060711912,-0.9411027431488037,283.74994342119345,290.2526953371532,287.0782568762105
1998-03-17T00:00:00.0,0.0,-1.423201084136963,284.00595727615246,293.60327666392976,288.7731486003691
1998-03-18T00:00:00.0,0.0,-1.8623292446136475,283.1595114681941,297.09146543774676,290.46163997815364
1998-03-19T00:00:00.0,0.0,-1.5660368204116821,285.94846240065425,295.64658724382167,290.75172234349924
1998-03-20T00:00:00.0,0.0,-1.6475437879562378,285.0188120898342,297.37468076479524,290.8401271277897
1998-03-21T00:00:00.0,0.0,-1.5740584135055542,284.4363805698024,298.2723293437454,291.5141636052992
1998-03-22T00:00:00.0,0.0,-1.8791974782943726,286.8205095941085,299.39399004578473,293.2940599297371
1998-03-23T00:00:00.0,9.640793905418832e-7,-1.8106967210769653,286.9357158288401,299.59720104315846,293.89549247806667
1998-03-24T00:00:00.0,0.0,-3.4886057376861572,290.57431274244556,302.91418055147165,296.8542526002613
1998-03-25T00:00:00.0,5.206028822613007e-5,-2.1478443145751953,285.92286101515833,293.4544686107348,290.661517461791
1998-03-26T00:00:00.0,0.0,-1.7797715663909912,283.3867237644703,290.35990113891734,286.8903133717497
1998-03-27T00:00:00.0,0.0,-1.3795462846755981,281.9594465230736,291.19354625412774,286.4333553087577
1998-03-28T00:00:00.0,0.0,-1.417300820350647,281.1514027933591,294.06730177604305,288.6290741366799
1998-03-29T00:00:00.0,9.640794132792507e-6,-2.083707094192505,285.1676201430292,297.72189955558343,291.6762390431651
1998-03-30T00:00:00.0,0.0,-3.678574323654175,290.2206936052834,302.14453890000095,295.780527825752
1998-03-31T00:00:00.0,0.0,-2.8544678688049316,290.30709828133206,300.6468578484905,295.44150947875556
1998-04-01T00:00:00.0,0.0,-1.88296639919281,287.97097185483074,299.994022518345,294.7325377772882
1998-04-02T00:00:00.0,0.0,-1.919955849647522,289.5358565432679,302.08053543626124,296.6258402390401
1998-04-03T00:00:00.0,0.0,-3.4295432567596436,291.8063794194359,304.00063934845406,298.5189426899677
1998-04-04T00:00:00.0,0.0,-5.365434169769287,295.1137584081881,305.41031563732236,299.6669381505249
1998-04-05T00:00:00.0,0.0,-4.8268866539001465,294.3121150248476,307.23921461368604,300.0852274541741
1998-04-06T00:00:00.0,0.0,-3.3042938709259033,292.31840712935406,306.32556516880095,299.4702608400746
1998-04-07T00:00:00.0,0.0,-3.018784284591675,291.85918227702126,308.5576859667251,300.5285847811214
1998-04-08T00:00:00.0,3.085054117946129e-5,-6.4552764892578125,296.5170343506824,311.64105283238814,304.73914598162634
1998-04-09T00:00:00.0,6.844963826324602e-5,-4.032720565795898,297.99071410329043,310.2537777558288,304.4543305679844
1998-04-10T00:00:00.0,0.0,-4.223025798797607,299.3731889200693,308.0984611143923,303.0511212957648
